"connection_name","field_type","project","model","explore","explore_label","view","view_label","name","hidden","label","label_short","description","sql","ftype","value_format","source"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_day_of_week","False","Order Items Created Day of Week","Created Day of Week","None","${TABLE}.created_at ","date_day_of_week","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_hour","False","Order Items Created Hour","Created Hour","None","${TABLE}.created_at ","date_hour","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_hour_of_day","False","Order Items Created Hour of Day","Created Hour of Day","None","${TABLE}.created_at ","date_hour_of_day","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_month","False","Order Items Created Month","Created Month","None","${TABLE}.created_at ","date_month","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_month_num","False","Order Items Created Month Num","Created Month Num","None","${TABLE}.created_at ","date_month_num","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_raw","True","Order Items Created Raw","Created Raw","None","${TABLE}.created_at ","date_raw","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_time","False","Order Items Created Time","Created Time","None","${TABLE}.created_at ","date_time","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_week","False","Order Items Created Week","Created Week","None","${TABLE}.created_at ","date_week","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_week_of_year","False","Order Items Created Week of Year","Created Week of Year","None","${TABLE}.created_at ","date_week_of_year","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.created_year","False","Order Items Created Year","Created Year","None","${TABLE}.created_at ","date_year","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.days_since_sold","True","Order Items Days Since Sold","Days Since Sold","None","datediff('day',${created_raw},CURRENT_DATE) ","string","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.days_to_process","False","Order Items Days to Process","Days to Process","None","CASE        WHEN ${status} = 'Processing' THEN DATEDIFF('day',${created_raw},CURRENT_DATE())*1.0        WHEN ${status} IN ('Shipped', 'Complete', 'Returned') THEN DATEDIFF('day',${created_raw},${shipped_raw})*1.0        WHEN ${status} = 'Cancelled' THEN NULL      END       ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.delivered_date","False","Order Items Delivered Date","Delivered Date","None","${TABLE}.delivered_at ","date_date","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.delivered_month","False","Order Items Delivered Month","Delivered Month","None","${TABLE}.delivered_at ","date_month","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.delivered_raw","True","Order Items Delivered Raw","Delivered Raw","None","${TABLE}.delivered_at ","date_raw","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.delivered_week","False","Order Items Delivered Week","Delivered Week","None","${TABLE}.delivered_at ","date_week","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.first_order_period_date","True","Order Items First Order Period Date","First Order Period Date","None","CAST(DATE_TRUNC({% parameter cohort_by %}, ${user_order_facts.first_order_date}) AS DATE)      ","date_date","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.gross_margin","False","Order Items Gross Margin","Gross Margin","None","${sale_price} - ${inventory_items.cost} ","number","$#,##0.00","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.id","False","Order Items ID","ID","None","${TABLE}.id ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.inventory_item_id","True","Order Items Inventory Item ID","Inventory Item ID","None","${TABLE}.inventory_item_id ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.is_returned","False","Order Items Is Returned (Yes / No)","Is Returned (Yes / No)","None","${returned_raw} IS NOT NULL ","yesno","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.item_gross_margin_percentage","False","Order Items Item Gross Margin Percentage","Item Gross Margin Percentage","None","1.0 * ${gross_margin}/NULLIF(${sale_price},0) ","number","#,##0.00%","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.item_gross_margin_percentage_tier","False","Order Items Item Gross Margin Percentage Tier","Item Gross Margin Percentage Tier","None","100*${item_gross_margin_percentage} ","tier","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.order_id","False","Order Items Order ID","Order ID","None","${TABLE}.order_id ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.periods_as_customer","True","Order Items Periods As Customer","Periods As Customer","None","DATEDIFF({% parameter cohort_by %}, ${user_order_facts.first_order_date}, ${user_order_facts.latest_order_date})      ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.reporting_period","False","Order Items Reporting Period","Reporting Period","None","CASE        WHEN date_part('year',${created_raw}) = date_part('year',current_date)        AND ${created_raw} < CURRENT_DATE        THEN 'This Year to Date'        WHEN date_part('year',${created_raw}) + 1 = date_part('year',current_date)        AND date_part('dayofyear',${created_raw}) <= date_part('dayofyear',current_date)        THEN 'Last Year to Date'      END       ","string","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.returned_date","False","Order Items Returned Date","Returned Date","None","${TABLE}.returned_at ","date_date","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.returned_month","False","Order Items Returned Month","Returned Month","None","${TABLE}.returned_at ","date_month","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.returned_raw","True","Order Items Returned Raw","Returned Raw","None","${TABLE}.returned_at ","date_raw","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.returned_time","False","Order Items Returned Time","Returned Time","None","${TABLE}.returned_at ","date_time","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.returned_week","False","Order Items Returned Week","Returned Week","None","${TABLE}.returned_at ","date_week","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.sale_price","False","Order Items Sale Price","Sale Price","None","${TABLE}.sale_price ","number","$#,##0.00","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.shipped_date","False","Order Items Shipped Date","Shipped Date","None","${TABLE}.shipped_at ","date_date","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.shipped_month","False","Order Items Shipped Month","Shipped Month","None","${TABLE}.shipped_at ","date_month","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.shipped_raw","True","Order Items Shipped Raw","Shipped Raw","None","${TABLE}.shipped_at ","date_raw","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.shipped_week","False","Order Items Shipped Week","Shipped Week","None","${TABLE}.shipped_at ","date_week","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.shipping_time","False","Order Items Shipping Time","Shipping Time","None","datediff('day',${shipped_raw},${delivered_raw})*1.0 ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.status","False","Order Items Status","Status","None","${TABLE}.status ","string","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Order Items","order_items.user_id","True","Order Items User ID","User ID","None","${TABLE}.user_id ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.is_first_purchase","False","Orders Is First Purchase (Yes / No)","Is First Purchase (Yes / No)","None","${order_sequence_number} = 1 ","yesno","None","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.items_in_order","False","Orders Items In Order","Items In Order","None","${TABLE}.items_in_order ","number","None","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Orders","order_items.months_since_signup","False","Orders Months Since Signup","Months Since Signup","None","DATEDIFF('month',${users.created_raw},${created_raw}) ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.order_amount","False","Orders Order Amount","Order Amount","None","${TABLE}.order_amount ","number","$#,##0.00","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.order_cost","False","Orders Order Cost","Order Cost","None","${TABLE}.order_cost ","number","$#,##0.00","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.order_id","True","Orders Order ID","Order ID","None","${TABLE}.order_id ","number","None","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_facts","Orders","order_facts.order_sequence_number","False","Orders Order Sequence Number","Order Sequence Number","None","${TABLE}.order_sequence_number ","number","None","11_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.brand","False","Products Brand","Brand","None","TRIM(${TABLE}.brand) ","string","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.category","False","Products Category","Category","None","TRIM(${TABLE}.category) ","string","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.department","False","Products Department","Department","None","TRIM(${TABLE}.department) ","string","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.distribution_center_id","False","Products Distribution Center ID","Distribution Center ID","None","${TABLE}.distribution_center_id ","number","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.id","False","Products ID","ID","None","${TABLE}.id ","number","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.item_name","False","Products Item Name","Item Name","None","TRIM(${TABLE}.name) ","string","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.retail_price","False","Products Retail Price","Retail Price","None","${TABLE}.retail_price ","number","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","products","Products","products.sku","False","Products SKU","SKU","None","${TABLE}.sku ","string","None","04_products.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Repeat Purchase Facts","order_items.days_until_next_order","False","Repeat Purchase Facts Days Until Next Order","Days Until Next Order","None","DATEDIFF('day',${created_raw},${repeat_purchase_facts.next_order_raw}) ","number","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.has_subsequent_order","False","Repeat Purchase Facts Has Subsequent Order (Yes / No)","Has Subsequent Order (Yes / No)","None","${next_order_id} > 0 ","yesno","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.next_order_date","True","Repeat Purchase Facts Next Order Date","Next Order Date","None","${TABLE}.next_order_date ","date_date","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.next_order_id","True","Repeat Purchase Facts Next Order ID","Next Order ID","None","${TABLE}.next_order_id ","number","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.next_order_raw","True","Repeat Purchase Facts Next Order Raw","Next Order Raw","None","${TABLE}.next_order_date ","date_raw","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.number_subsequent_orders","False","Repeat Purchase Facts Number Subsequent Orders","Number Subsequent Orders","None","${TABLE}.number_subsequent_orders ","number","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","repeat_purchase_facts","Repeat Purchase Facts","repeat_purchase_facts.order_id","True","Repeat Purchase Facts Order ID","Order ID","None","${TABLE}.order_id ","number","None","13_repeat_purchase_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","order_items","Repeat Purchase Facts","order_items.repeat_orders_within_30d","False","Repeat Purchase Facts Repeat Orders Within 30d (Yes / No)","Repeat Orders Within 30d (Yes / No)","None","${days_until_next_order} <= 30 ","yesno","None","01_order_items.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.age","False","Users Age","Age","None","${TABLE}.age ","number","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.age_tier","False","Users Age Tier","Age Tier","None","${age} ","tier","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.approx_location","False","Users Approx Location","Approx Location","None","Latitude:round(${TABLE}.latitude,1) Longitude:round(${TABLE}.longitude,1) ","location","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.city","False","Users City","City","None","${TABLE}.city ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.country","False","Users Country","Country","None","CASE WHEN ${TABLE}.country = 'UK' THEN 'United Kingdom'           ELSE ${TABLE}.country           END       ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_date","False","Users Created Date","Created Date","None","${TABLE}.created_at ","date_date","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_day_of_month","False","Users Created Day of Month","Created Day of Month","None","${TABLE}.created_at ","date_day_of_month","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_day_of_week","False","Users Created Day of Week","Created Day of Week","None","${TABLE}.created_at ","date_day_of_week","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_day_of_week_index","False","Users Created Day of Week Index","Created Day of Week Index","None","${TABLE}.created_at ","date_day_of_week_index","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_day_of_year","False","Users Created Day of Year","Created Day of Year","None","${TABLE}.created_at ","date_day_of_year","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_hour","False","Users Created Hour","Created Hour","None","${TABLE}.created_at ","date_hour","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_hour_of_day","False","Users Created Hour of Day","Created Hour of Day","None","${TABLE}.created_at ","date_hour_of_day","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_minute","False","Users Created Minute","Created Minute","None","${TABLE}.created_at ","date_minute","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_month","False","Users Created Month","Created Month","None","${TABLE}.created_at ","date_month","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_month_name","False","Users Created Month Name","Created Month Name","None","${TABLE}.created_at ","date_month_name","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_month_num","False","Users Created Month Num","Created Month Num","None","${TABLE}.created_at ","date_month_num","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_quarter","False","Users Created Quarter","Created Quarter","None","${TABLE}.created_at ","date_quarter","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_quarter_of_year","False","Users Created Quarter of Year","Created Quarter of Year","None","${TABLE}.created_at ","date_quarter_of_year","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_raw","True","Users Created Raw","Created Raw","None","${TABLE}.created_at ","date_raw","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_time","False","Users Created Time","Created Time","None","${TABLE}.created_at ","date_time","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_time_of_day","False","Users Created Time of Day","Created Time of Day","None","${TABLE}.created_at ","date_time_of_day","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_week","False","Users Created Week","Created Week","None","${TABLE}.created_at ","date_week","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_week_of_year","False","Users Created Week of Year","Created Week of Year","None","${TABLE}.created_at ","date_week_of_year","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.created_year","False","Users Created Year","Created Year","None","${TABLE}.created_at ","date_year","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.days_as_customer","False","Users Days As Customer","Days As Customer","Days between first and latest order","DATEDIFF('day', ${first_order_raw}, ${latest_order_raw})+1 ","number","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.days_as_customer_tiered","False","Users Days As Customer Tiered","Days As Customer Tiered","None","${days_as_customer} ","tier","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.distinct_months_with_orders","False","Users Distinct Months with Orders","Distinct Months with Orders","None","${TABLE}.number_of_distinct_months_with_orders ","number","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.email","False","Users Email","Email","None","${TABLE}.email ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.first_name","True","Users First Name","First Name","None","INITCAP(${TABLE}.first_name) ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.first_order_date","False","Users First Order Date","First Order Date","None","${TABLE}.first_order ","date_date","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.first_order_month","False","Users First Order Month","First Order Month","None","${TABLE}.first_order ","date_month","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.first_order_raw","True","Users First Order Raw","First Order Raw","None","${TABLE}.first_order ","date_raw","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.first_order_week","False","Users First Order Week","First Order Week","None","${TABLE}.first_order ","date_week","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.first_order_year","False","Users First Order Year","First Order Year","None","${TABLE}.first_order ","date_year","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.gender","False","Users Gender","Gender","None","${TABLE}.gender ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.gender_short","False","Users Gender Short","Gender Short","None","LOWER(LEFT(${gender},1)) ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.history","False","Users History","History","None","${TABLE}.id ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.id","False","Users ID","ID","None","${TABLE}.id ","number","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.image_file","True","Users Image File","Image File","None","('https://docs.looker.com/assets/images/'||${gender_short}||'.jpg') ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.last_name","True","Users Last Name","Last Name","None","INITCAP(${TABLE}.last_name) ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.latest_order_date","False","Users Latest Order Date","Latest Order Date","None","${TABLE}.latest_order ","date_date","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.latest_order_month","False","Users Latest Order Month","Latest Order Month","None","${TABLE}.latest_order ","date_month","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.latest_order_raw","True","Users Latest Order Raw","Latest Order Raw","None","${TABLE}.latest_order ","date_raw","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.latest_order_week","False","Users Latest Order Week","Latest Order Week","None","${TABLE}.latest_order ","date_week","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.latest_order_year","False","Users Latest Order Year","Latest Order Year","None","${TABLE}.latest_order ","date_year","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.lifetime_orders","False","Users Lifetime Orders","Lifetime Orders","None","${TABLE}.lifetime_orders ","number","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.lifetime_orders_tier","False","Users Lifetime Orders Tier","Lifetime Orders Tier","None","${lifetime_orders} ","tier","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.lifetime_revenue","False","Users Lifetime Revenue","Lifetime Revenue","None","${TABLE}.lifetime_revenue ","number","$#,##0.00","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.lifetime_revenue_tier","False","Users Lifetime Revenue Tier","Lifetime Revenue Tier","None","${lifetime_revenue} ","tier","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.location","False","Users Location","Location","None","Latitude:${TABLE}.latitude Longitude:${TABLE}.longitude ","location","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.name","False","Users Name","Name","None","${first_name} || ' ' || ${last_name} ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.repeat_customer","False","Users Repeat Customer (Yes / No)","Repeat Customer (Yes / No)","Lifetime Count of Orders > 1","${lifetime_orders} > 1 ","yesno","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.ssn","True","Users Ssn","Ssn","None","lpad(cast(round(random() * 10000, 0) as char(4)), 4, '0') ","number","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.state","False","Users State","State","None","${TABLE}.state ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.traffic_source","False","Users Traffic Source","Traffic Source","None","${TABLE}.traffic_source ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.uk_postcode","False","Users UK Postcode","UK Postcode","None","CASE WHEN ${TABLE}.country = 'UK' THEN TRANSLATE(LEFT(${zip},2),'0123456789','') END ","string","None","02_users.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","user_order_facts","Users","user_order_facts.user_id","True","Users User ID","User ID","None","${TABLE}.user_id ","string","None","12_user_order_facts.view.lkml"
"snowlooker","dimensions","thelook_events","thelook","order_items","(1) Orders, Items and Users","users","Users","users.user_image","False","Users User Image","User Image","None","${image_file} ","string","None","02_users.view.lkml"
